Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,#indicator+name,,,,#date+year,#indicator+type,#indicator+value+num,
BEN,1986-01-01,1986-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1986,1986,SLC,13.0505790579,X
BEN,1987-01-01,1987-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1987,1987,SLC,12.8226908065,X
BEN,1988-01-01,1988-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1988,1988,SLC,11.7911795955,X
BEN,1989-01-01,1989-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1989,1989,SLC,11.9087771724,X
BEN,1990-01-01,1990-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1990,1990,SLC,11.4546583295,X
BEN,1991-01-01,1991-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1991,1991,SLC,11.1960952359,X
BEN,1992-01-01,1992-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1992,1992,SLC,11.0174716219,X
BEN,1993-01-01,1993-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1993,1993,SLC,11.9144305403,X
BEN,1994-01-01,1994-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1994,1994,SLC,45.6672401778,X
BEN,1995-01-01,1995-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1995,1995,SLC,53.6479106281,X
BEN,1996-01-01,1996-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1996,1996,SLC,54.3398008054,X
BEN,1997-01-01,1997-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1997,1997,SLC,58.4819609817,X
BEN,1998-01-01,1998-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1998,1998,SLC,59.9166300341,X
BEN,1999-01-01,1999-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1999,1999,SLC,62.1417934801,X
BEN,2000-01-01,2000-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2000,2000,SLC,65.8941666360,X
BEN,2001-01-01,2001-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2001,2001,SLC,72.4742401095,X
BEN,2002-01-01,2002-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2002,2002,SLC,76.5629843531,X
BEN,2003-01-01,2003-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2003,2003,SLC,81.2858632445,X
BEN,2004-01-01,2004-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2004,2004,SLC,80.3936089136,X
BEN,2005-01-01,2005-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2005,2005,SLC,84.6423256549,X
BEN,2006-01-01,2006-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2006,2006,SLC,85.8511049312,X
BEN,2007-01-01,2007-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2007,2007,SLC,84.8017434899,X
BEN,2008-01-01,2008-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2008,2008,SLC,96.4242059030,X
BEN,2009-01-01,2009-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2009,2009,SLC,100.1233289447,X
BEN,2010-01-01,2010-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2010,2010,SLC,99.4725670102,X
BEN,2011-01-01,2011-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2011,2011,SLC,105.7973685285,X
BEN,2012-01-01,2012-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2012,2012,SLC,108.6590528668,X
BEN,2013-01-01,2013-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2013,2013,SLC,115.3355616084,X
BEN,2014-01-01,2014-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2014,2014,SLC,107.1285850754,X
BEN,2015-01-01,2015-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2015,2015,SLC,100.0000000000,X
BEN,2016-01-01,2016-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2016,2016,SLC,96.7415291299,X
BEN,2017-01-01,2017-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2017,2017,SLC,99.2191528501,X
BEN,2018-01-01,2018-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2018,2018,SLC,97.7950790988,X
BEN,2019-01-01,2019-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2019,2019,SLC,100.7431861450,X
BEN,2020-01-01,2020-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2020,2020,SLC,102.2487570709,X
BEN,2021-01-01,2021-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2021,2021,SLC,103.7211266205,X
BEN,2022-01-01,2022-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2022,2022,SLC,110.8595297072,X
BEN,2023-01-01,2023-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",2023,2023,SLC,116.6128424644,X
BEN,1970-01-01,1970-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1970,1970,USD,30.5035285308,X
BEN,1971-01-01,1971-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1971,1971,USD,28.7363074821,X
BEN,1972-01-01,1972-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1972,1972,USD,35.7947359729,X
BEN,1973-01-01,1973-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1973,1973,USD,44.7786211438,X
BEN,1974-01-01,1974-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1974,1974,USD,45.6282706795,X
BEN,1975-01-01,1975-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1975,1975,USD,58.9537024852,X
BEN,1976-01-01,1976-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1976,1976,USD,55.6066332514,X
BEN,1977-01-01,1977-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1977,1977,USD,62.8777614234,X
BEN,1978-01-01,1978-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1978,1978,USD,78.1153132624,X
BEN,1979-01-01,1979-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1979,1979,USD,101.9546637887,X
BEN,1980-01-01,1980-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1980,1980,USD,115.6439729125,X
BEN,1981-01-01,1981-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1981,1981,USD,114.5059626831,X
BEN,1982-01-01,1982-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1982,1982,USD,22.5800940160,X
BEN,1983-01-01,1983-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1983,1983,USD,22.3473790348,X
BEN,1984-01-01,1984-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1984,1984,USD,25.5462838072,X
BEN,1985-01-01,1985-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1985,1985,USD,22.1402032101,X
BEN,1986-01-01,1986-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1986,1986,USD,22.2798829743,X
BEN,1987-01-01,1987-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1987,1987,USD,25.2246340473,X
BEN,1988-01-01,1988-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1988,1988,USD,23.4048178549,X
BEN,1989-01-01,1989-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1989,1989,USD,22.0702984352,X
BEN,1990-01-01,1990-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1990,1990,USD,24.8733156120,X
BEN,1991-01-01,1991-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1991,1991,USD,23.4636666756,X
BEN,1992-01-01,1992-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1992,1992,USD,24.6084619418,X
BEN,1993-01-01,1993-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1993,1993,USD,24.8759942881,X
BEN,1994-01-01,1994-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1994,1994,USD,48.6289233844,X
BEN,1995-01-01,1995-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1995,1995,USD,63.5427674211,X
BEN,1996-01-01,1996-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1996,1996,USD,62.8016289260,X
BEN,1997-01-01,1997-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1997,1997,USD,59.2376799111,X
BEN,1998-01-01,1998-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1998,1998,USD,60.0445902647,X
BEN,1999-01-01,1999-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1999,1999,USD,59.6921950881,X
BEN,2000-01-01,2000-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2000,2000,USD,54.8535124977,X
BEN,2001-01-01,2001-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2001,2001,USD,58.5032134173,X
BEN,2002-01-01,2002-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2002,2002,USD,65.2502075110,X
BEN,2003-01-01,2003-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2003,2003,USD,82.8718167417,X
BEN,2004-01-01,2004-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2004,2004,USD,90.1312613965,X
BEN,2005-01-01,2005-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2005,2005,USD,94.9089414536,X
BEN,2006-01-01,2006-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2006,2006,USD,97.1548390840,X
BEN,2007-01-01,2007-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2007,2007,USD,104.7477033589,X
BEN,2008-01-01,2008-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2008,2008,USD,127.8186394679,X
BEN,2009-01-01,2009-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2009,2009,USD,125.8662791678,X
BEN,2010-01-01,2010-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2010,2010,USD,118.8561584780,X
BEN,2011-01-01,2011-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2011,2011,USD,132.7296006315,X
BEN,2012-01-01,2012-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2012,2012,USD,125.8245139823,X
BEN,2013-01-01,2013-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2013,2013,USD,138.0599010876,X
BEN,2014-01-01,2014-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2014,2014,USD,128.2728758698,X
BEN,2015-01-01,2015-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2015,2015,USD,100.0000000000,X
BEN,2016-01-01,2016-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2016,2016,USD,96.5139753126,X
BEN,2017-01-01,2017-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2017,2017,USD,101.0227193097,X
BEN,2018-01-01,2018-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2018,2018,USD,104.0921116593,X
BEN,2019-01-01,2019-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2019,2019,USD,101.6476959202,X
BEN,2020-01-01,2020-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2020,2020,USD,105.2607260881,X
BEN,2021-01-01,2021-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2021,2021,USD,110.5666806553,X
BEN,2022-01-01,2022-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2022,2022,USD,105.2177741859,X
BEN,2023-01-01,2023-12-31,53,'204,Benin,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2023,2023,USD,113.6442930768,X
